playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,BBM,Bowl Avg,Econ,SR,5w,10w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,
Priya Mishra,ODI,AUS Women,2024-2024,2,2,12,0,99,3,02-Nov,33,8.25,24,0,0,0,0,0,0,0,0,0,,
Priya Mishra,ODI,IRE Women,2025-2025,2,2,19,1,109,4,Feb-53,27.25,5.73,28.5,0,0,0,0,0,0,0,0,0,,
Priya Mishra,ODI,NZ Women,2024-2024,2,2,20,2,90,3,Feb-41,30,4.5,40,0,0,0,0,0,0,0,0,0,,
Priya Mishra,ODI,WI Women,2024-2024,3,3,16.4,0,101,5,Mar-49,20.2,6.06,20,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Priya Punia,ODI,AUS Women,2024-2024,2,,,,,,,,,0,0,0,0,0,0,0,,,,,
Priya Punia,ODI,BAN Women,2023-2023,2,,,,,,,,,1,1,0,0,1,1 (1ct 0st),0.5,,,,,
Priya Punia,ODI,SA Women,2019-2024,6,,,,,,,,,0,0,0,0,0,0,0,,,,,
Priya Punia,ODI,WI Women,2019-2019,2,,,,,,,,,0,0,0,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Amanjot Kaur,ODI,AUS Women,2023-2026,6,6,39,0,269,5,Feb-68,53.8,6.89,46.8,0,0,1,1,0,0,1,1 (1ct 0st),0.166,,
Amanjot Kaur,ODI,BAN Women,2023-2025,4,4,25,2,106,5,Apr-31,21.2,4.24,30,1,0,1,1,0,0,1,1 (1ct 0st),0.25,,
Amanjot Kaur,ODI,ENG Women,2025-2025,2,2,14,0,84,1,Jan-58,84,6,84,0,0,0,0,0,0,0,0,0,,
Amanjot Kaur,ODI,SA Women,2025-2025,3,3,18.5,0,133,4,Mar-59,33.25,7.06,28.2,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
Amanjot Kaur,ODI,SL Women,2025-2025,2,2,14,0,91,4,Mar-54,22.75,6.5,21,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Radha Yadav,ODI,AUS Women,2025-2025,4,4,25,0,202,2,Jan-27,101,8.08,75,0,0,3,3,0,0,3,2 (2ct 0st),0.75,,
Radha Yadav,ODI,BAN Women,2025-2025,1,1,6,0,30,3,Mar-30,10,5,12,0,0,0,0,0,0,0,0,0,,
Radha Yadav,ODI,ENG Women,2025-2025,1,1,10,0,62,0,-,-,6.2,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Radha Yadav,ODI,NZ Women,2024-2024,3,3,22.4,0,125,7,Apr-69,17.85,5.51,19.4,1,0,5,5,0,0,5,3 (3ct 0st),1.666,,
Radha Yadav,ODI,SA Women,2021-2025,5,5,44.4,0,243,1,Jan-32,243,5.44,268,0,0,3,3,0,0,3,2 (2ct 0st),0.6,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Saima Thakor,ODI,AUS Women,2024-2024,3,3,19,0,120,3,Mar-62,40,6.31,38,0,0,0,0,0,0,0,0,0,,
Saima Thakor,ODI,IRE Women,2025-2025,2,2,19,0,80,0,-,-,4.21,-,0,0,0,0,0,0,0,0,0,,
Saima Thakor,ODI,NZ Women,2024-2024,3,3,26.5,1,128,4,Feb-26,32,4.77,40.2,0,0,3,3,0,0,3,3 (3ct 0st),1,,
Saima Thakor,ODI,WI Women,2024-2024,2,2,6,0,41,0,-,-,6.83,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Saika Ishaque,ODI,AUS Women,2023-2023,1,1,6,0,48,0,-,-,8,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Shafali Verma,ODI,AUS Women,2021-2026,7,1,5,0,25,0,-,-,5,-,0,0,1,1,0,0,1,1 (1ct 0st),0.142,,
Shafali Verma,ODI,BAN Women,2022-2023,2,1,6,0,31,0,-,-,5.16,-,0,0,0,0,0,0,0,0,0,,
Shafali Verma,ODI,ENG Women,2021-2022,6,1,1,0,5,1,01-May,5,5,6,0,0,1,1,0,0,1,1 (1ct 0st),0.166,,
Shafali Verma,ODI,NZ Women,2022-2024,8,1,1,0,10,0,-,-,10,-,0,0,2,2,0,0,2,1 (1ct 0st),0.25,,
Shafali Verma,ODI,PAK Women,2022-2022,1,,,,,,,,,0,0,0,0,0,0,0,,,,,
Shafali Verma,ODI,SA Women,2022-2025,5,2,11,0,62,2,Feb-36,31,5.63,33,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Shafali Verma,ODI,SL Women,2022-2022,3,1,2,0,4,0,-,-,2,-,0,0,2,2,0,0,2,1 (1ct 0st),0.666,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Richa Ghosh,ODI,AUS Women,2021-2026,18,,,,,,,,,13,10,3,10,0,2 (2ct 0st),0.722,,,,,
Richa Ghosh,ODI,BAN Women,2022-2022,1,,,,,,,,,1,1,0,1,0,1 (1ct 0st),1,,,,,
Richa Ghosh,ODI,ENG Women,2022-2025,5,,,,,,,,,4,3,1,3,0,2 (2ct 0st),0.8,,,,,
Richa Ghosh,ODI,IRE Women,2025-2025,3,,,,,,,,,2,1,1,1,0,1 (1ct 0st),0.666,,,,,
Richa Ghosh,ODI,NZ Women,2022-2025,6,,,,,,,,,6,5,1,5,0,2 (2ct 0st),1,,,,,
Richa Ghosh,ODI,PAK Women,2022-2025,2,,,,,,,,,5,4,1,4,0,5 (4ct 1st),2.5,,,,,
Richa Ghosh,ODI,SA Women,2022-2025,8,,,,,,,,,6,5,1,5,0,1 (1ct 0st),0.75,,,,,
Richa Ghosh,ODI,SL Women,2022-2025,7,,,,,,,,,4,3,1,3,0,2 (1ct 1st),0.571,,,,,
Richa Ghosh,ODI,WI Women,2022-2024,4,,,,,,,,,4,4,0,4,0,2 (2ct 0st),1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Yastika Bhatia,ODI,AUS Women,2021-2024,7,,,,,,,,,2,2,0,0,2,2 (2ct 0st),0.285,,,,,
Yastika Bhatia,ODI,BAN Women,2022-2023,4,,,,,,,,,5,2,3,1,1,3 (0ct 3st),1.25,,,,,
Yastika Bhatia,ODI,ENG Women,2022-2022,4,,,,,,,,,4,1,3,1,0,2 (0ct 2st),1,,,,,
Yastika Bhatia,ODI,NZ Women,2022-2024,8,,,,,,,,,6,5,1,2,3,2 (2ct 0st),0.75,,,,,
Yastika Bhatia,ODI,SA Women,2022-2022,1,,,,,,,,,0,0,0,0,0,0,0,,,,,
Yastika Bhatia,ODI,SL Women,2022-2022,3,,,,,,,,,7,4,3,4,0,3 (3ct 0st),2.333,,,,,
Yastika Bhatia,ODI,WI Women,2022-2022,1,,,,,,,,,0,0,0,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Pooja Vastrakar,ODI,AUS Women,2018-2024,10,10,72,1,428,9,Mar-46,47.55,5.94,48,0,0,3,3,0,0,3,1 (1ct 0st),0.3,,
Pooja Vastrakar,ODI,BAN Women,2022-2023,2,2,15,0,63,2,Feb-26,31.5,4.2,45,0,0,0,0,0,0,0,0,0,,
Pooja Vastrakar,ODI,ENG Women,2018-2022,7,6,27,1,148,1,Jan-22,148,5.48,162,0,0,0,0,0,0,0,0,0,,
Pooja Vastrakar,ODI,NZ Women,2022-2022,4,4,27,0,146,6,Apr-34,24.33,5.4,27,1,0,0,0,0,0,0,0,0,,
Pooja Vastrakar,ODI,PAK Women,2022-2022,1,,,,,,,,,0,0,0,0,0,0,0,,,,,
Pooja Vastrakar,ODI,SA Women,2018-2024,5,5,34,3,195,4,Feb-54,48.75,5.73,51,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Pooja Vastrakar,ODI,SL Women,2022-2022,3,3,16,0,74,4,Feb-26,18.5,4.62,24,0,0,2,2,0,0,2,1 (1ct 0st),0.666,,
Pooja Vastrakar,ODI,WI Women,2022-2022,1,1,2,0,21,1,Jan-21,21,10.5,12,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Sneh Rana,ODI,AUS Women,2016-2026,12,12,109.3,3,677,9,Feb-66,75.22,6.18,73,0,0,6,6,0,0,6,2 (2ct 0st),0.5,,
Sneh Rana,ODI,BAN Women,2022-2023,4,4,34,5,112,7,Apr-30,16,3.29,29.1,1,0,2,2,0,0,2,2 (2ct 0st),0.5,,
Sneh Rana,ODI,ENG Women,2021-2025,8,8,59,2,294,6,Feb-31,49,4.98,59,0,0,1,1,0,0,1,1 (1ct 0st),0.125,,
Sneh Rana,ODI,NZ Women,2015-2025,7,7,49,1,271,7,Mar-26,38.71,5.53,42,0,0,3,3,0,0,3,1 (1ct 0st),0.428,,
Sneh Rana,ODI,PAK Women,2022-2025,2,2,17,0,65,4,Feb-27,16.25,3.82,25.5,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Sneh Rana,ODI,SA Women,2022-2025,4,4,37,1,197,7,May-43,28.14,5.32,31.7,0,1,1,1,0,0,1,1 (1ct 0st),0.25,,
Sneh Rana,ODI,SL Women,2014-2025,7,7,60.2,9,209,16,Apr-38,13.06,3.46,22.6,1,0,5,5,0,0,5,2 (2ct 0st),0.714,,
Sneh Rana,ODI,WI Women,2022-2022,1,1,9.3,1,22,3,Mar-22,7.33,2.31,19,0,0,1,1,0,0,1,1 (1ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Rajeshwari Gayakwad,ODI,AUS Women,2016-2022,8,8,70.4,3,352,6,Feb-41,58.66,4.98,70.6,0,0,2,2,0,0,2,1 (1ct 0st),0.25,,
Rajeshwari Gayakwad,ODI,BAN Women,2017-2022,2,2,17,5,49,2,Jan-15,24.5,2.88,51,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Rajeshwari Gayakwad,ODI,ENG Women,2014-2022,9,9,80,4,339,12,Apr-42,28.25,4.23,40,1,0,0,0,0,0,0,0,0,,
Rajeshwari Gayakwad,ODI,IRE Women,2017-2017,1,1,8,1,18,4,Apr-18,4.5,2.25,12,1,0,0,0,0,0,0,0,0,,
Rajeshwari Gayakwad,ODI,NZ Women,2015-2022,11,11,94,9,354,21,May-15,16.85,3.76,26.8,0,1,3,3,0,0,3,1 (1ct 0st),0.272,,
Rajeshwari Gayakwad,ODI,PAK Women,2022-2022,1,1,10,0,31,4,Apr-31,7.75,3.1,15,1,0,0,0,0,0,0,0,0,,
Rajeshwari Gayakwad,ODI,SA Women,2014-2022,14,14,121.3,12,450,20,Mar-13,22.5,3.7,36.4,0,0,2,2,0,0,2,1 (1ct 0st),0.142,,
Rajeshwari Gayakwad,ODI,SL Women,2014-2022,12,12,105.4,18,290,17,Mar-36,17.05,2.74,37.2,0,0,3,3,0,0,3,1 (1ct 0st),0.25,,
Rajeshwari Gayakwad,ODI,WI Women,2016-2022,6,6,59.4,12,176,13,Apr-21,13.53,2.94,27.5,2,0,2,2,0,0,2,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Meghna Singh,ODI,AUS Women,2021-2022,4,4,31,2,170,2,Jan-38,85,5.48,93,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,BAN Women,2023-2023,2,2,13,2,55,1,Jan-27,55,4.23,78,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,ENG Women,2022-2022,2,2,15.2,3,68,4,Mar-26,17,4.43,23,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,NZ Women,2022-2022,3,3,17,0,116,2,Jan-22,58,6.82,51,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,PAK Women,2022-2022,1,1,7,3,21,1,Jan-21,21,3,42,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,SA Women,2022-2022,1,1,6,0,37,0,-,-,6.16,-,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,SL Women,2022-2022,3,3,25,0,98,4,Feb-32,24.5,3.92,37.5,0,0,0,0,0,0,0,0,0,,
Meghna Singh,ODI,WI Women,2022-2022,1,1,6,0,27,2,Feb-27,13.5,4.5,18,0,0,1,1,0,0,1,1 (1ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Pratika Rawal,ODI,AUS Women,2025-2026,7,,,,,,,,,0,0,0,0,0,0,0,0,0,,,
Pratika Rawal,ODI,BAN Women,2025-2025,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,
Pratika Rawal,ODI,ENG Women,2025-2025,4,2,2,0,16,0,-,-,8,-,0,0,0,0,0,0,0,0,0,,
Pratika Rawal,ODI,IRE Women,2025-2025,3,2,4,0,26,0,-,-,6.5,-,0,0,0,0,0,0,0,0,0,,
Pratika Rawal,ODI,NZ Women,2025-2025,1,1,4,0,19,1,Jan-19,19,4.75,24,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Pratika Rawal,ODI,PAK Women,2025-2025,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,
Pratika Rawal,ODI,SA Women,2025-2025,3,2,6,0,32,1,Jan-15,32,5.33,36,0,0,0,0,0,0,0,0,0,,
Pratika Rawal,ODI,SL Women,2025-2025,4,4,13.5,0,58,2,01-Jun,29,4.19,41.5,0,0,1,1,0,0,1,1 (1ct 0st),0.25,,
Pratika Rawal,ODI,WI Women,2024-2024,3,1,5,0,37,2,Feb-37,18.5,7.4,15,0,0,3,3,0,0,3,2 (2ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Kashvee Gautam,ODI,AUS Women,2026-2026,3,3,24,0,162,3,Feb-47,54,6.75,48,0,0,1,1,0,0,1,1 (1ct 0st),0.333,,
Kashvee Gautam,ODI,SA Women,2025-2025,1,1,7.2,0,47,0,-,-,6.4,-,0,0,0,0,0,0,0,0,0,,
Kashvee Gautam,ODI,SL Women,2025-2025,2,2,13,1,51,0,-,-,3.92,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Kranti Gaud,ODI,AUS Women,2025-2026,7,7,52.5,2,356,8,Mar-28,44.5,6.73,39.6,0,0,2,2,0,0,2,1 (1ct 0st),0.285,,
Kranti Gaud,ODI,ENG Women,2025-2025,4,4,29.5,1,182,9,Jun-52,20.22,6.1,19.8,0,1,0,0,0,0,0,0,0,,
Kranti Gaud,ODI,NZ Women,2025-2025,1,1,9,0,48,2,Feb-48,24,5.33,27,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Kranti Gaud,ODI,PAK Women,2025-2025,1,1,10,3,20,3,Mar-20,6.66,2,20,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Kranti Gaud,ODI,SA Women,2025-2025,2,2,12,0,75,2,Feb-59,37.5,6.25,36,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Kranti Gaud,ODI,SL Women,2025-2025,2,2,14,0,63,1,Jan-41,63,4.5,84,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Sayali Satghare,ODI,IRE Women,2025-2025,3,3,23,3,107,3,Jan-24,35.66,4.65,46,0,0,2,2,0,0,2,1 (1ct 0st),0.666,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Renuka Singh,ODI,AUS Women,2023-2026,11,11,87.3,3,540,9,Mar-45,60,6.17,58.3,0,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,BAN Women,2025-2025,1,1,5,0,23,1,Jan-23,23,4.6,30,0,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,ENG Women,2022-2025,3,3,28,1,123,8,Apr-29,15.37,4.39,21,2,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,NZ Women,2022-2025,5,5,37,1,196,6,Feb-25,32.66,5.29,37,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Renuka Singh,ODI,PAK Women,2025-2025,1,1,10,1,29,0,-,-,2.9,-,0,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,SA Women,2024-2025,2,2,15,0,58,1,Jan-30,58,3.86,90,0,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,SL Women,2022-2022,3,3,24,1,90,7,Apr-28,12.85,3.75,20.5,1,0,0,0,0,0,0,0,0,,
Renuka Singh,ODI,WI Women,2024-2024,3,3,28.5,3,99,10,May-29,9.9,3.43,17.3,1,1,1,1,0,0,1,1 (1ct 0st),0.333,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Shreyanka Patil,ODI,AUS Women,2023-2024,2,2,20,0,100,4,Mar-57,25,5,30,0,0,1,1,0,0,1,1 (1ct 0st),0.5,,
Shreyanka Patil,ODI,SA Women,2024-2024,1,1,10,0,35,1,Jan-35,35,3.5,60,0,0,1,1,0,0,1,1 (1ct 0st),1,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Shreyanka Patil,T20I,AUS Women,2024-2026,6,6,21.2,0,167,7,Mar-22,23.85,7.82,18.2,0,0,1,1,0,0,1,1 (1ct 0st),0.166,,
Shreyanka Patil,T20I,BAN Women,2024-2024,3,3,12,0,72,4,Feb-24,18,6,18,0,0,0,0,0,0,0,0,0,,
Shreyanka Patil,T20I,ENG Women,2023-2023,3,3,8.2,0,69,5,Mar-19,13.8,8.28,10,0,0,2,2,0,0,2,2 (2ct 0st),0.666,,
Shreyanka Patil,T20I,NZ Women,2024-2024,1,1,3,0,25,0,-,-,8.33,-,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Shreyanka Patil,T20I,PAK Women,2024-2024,2,2,7.2,1,26,4,02-Dec,6.5,3.54,11,0,0,0,0,0,0,0,0,0,,
Shreyanka Patil,T20I,SA Women,2024-2024,2,2,7,0,56,2,Jan-19,28,8,21,0,0,0,0,0,0,0,0,0,,
Shreyanka Patil,T20I,SL Women,2024-2024,1,1,4,0,15,1,Jan-15,15,3.75,24,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Sajeevan Sajana,T20I,BAN Women,2024-2024,5,1,2,0,12,0,-,-,6,-,0,0,1,1,0,0,1,1 (1ct 0st),0.2,,
Sajeevan Sajana,T20I,Nepal Women,2024-2024,1,1,1,0,11,0,-,-,11,-,0,0,0,0,0,0,0,0,0,,
Sajeevan Sajana,T20I,PAK Women,2024-2024,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,
Sajeevan Sajana,T20I,SA Women,2024-2024,3,2,2,0,24,0,-,-,12,-,0,0,3,3,0,0,3,2 (2ct 0st),1,,
Sajeevan Sajana,T20I,SL Women,2024-2024,1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,
Sajeevan Sajana,T20I,WI Women,2024-2024,3,2,4.4,0,33,1,Jan-16,33,7.07,28,0,0,2,2,0,0,2,2 (2ct 0st),0.666,,
,,,,,,,,,,,,,,,,,,,,,,,,
