playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
dayalan_hemalatha,t20,vs Nepal Women,2024-2024,1,1,0,47,47,47,42,111.9,0,0,0,5,1,
dayalan_hemalatha,t20,vs NZ Women,2018-2019,3,3,1,20,15,10,18,111.11,0,0,0,2,0,
dayalan_hemalatha,t20,vs PAK Women,2018-2024,3,2,0,34,20,17,33,103.03,0,0,0,6,0,
dayalan_hemalatha,t20,vs SA Women,2024-2024,1,1,0,14,14,14,17,82.35,0,0,0,2,0,
dayalan_hemalatha,t20,vs SL Women,2022-2022,2,1,1,13,13*,,10,130,0,0,0,1,0,
dayalan_hemalatha,t20,vs UAE Women,2022-2024,2,2,0,4,2,2,8,50,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,,
gunalan_kamalini,t20,vs SL Women,1,1,0,12,12,12,12,100,0,0,0,2,0,,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
harleen_deol,t20,vs AUS Women,2020-2022,5,3,0,33,24,11,26,126.92,0,0,0,5,1,
harleen_deol,t20,vs BAN Women,2023-2023,2,1,0,6,6,6,21,28.57,0,0,0,0,0,
harleen_deol,t20,vs ENG Women,2019-2025,8,7,1,93,43,15.5,101,92.07,0,0,0,12,0,
harleen_deol,t20,vs PAK Women,2023-2023,1,,,,,,,,,,,,,
harleen_deol,t20,vs SA Women,2021-2023,6,5,1,141,52,35.25,151,93.37,0,1,0,15,0,
harleen_deol,t20,vs SL Women,2025-2025,2,1,0,13,13,13,11,118.18,0,0,0,2,0,
harleen_deol,t20,vs WI Women,2019-2023,4,3,0,25,13,8.33,28,89.28,0,0,1,3,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,span ,
minnu_mani,t20,vs BAN Women,3,2,1,6,5*,6,5,120,0,0,0,1,0,2023,
minnu_mani,t20,vs MAS Women,1,,,,,,,,,,,,,2023,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,span,
priya_punia,t20,vs NZ Women,3,3,0,9,4,3,17,52.94,0,0,0,1,0,2019,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Radha Yadav,T20,AUS Women,2018-2024,15,10,2,22,11,2.75,33,66.66,0,0,3,1,0,
Radha Yadav,T20,BAN Women,2024-2024,6,,,,,,,,,,,,,
Radha Yadav,T20,Barbados Women,2022-2022,1,,,,,,,,,,,,,
Radha Yadav,T20,ENG Women,2018-2025,19,4,3,26,14*,26,23,113.04,0,0,0,2,0,
Radha Yadav,T20,IRE Women,2018-2018,1,1,1,1,1*,,1,100,0,0,0,0,0,
Radha Yadav,T20,MAS Women,2022-2022,1,1,0,8,8,8,4,200,0,0,0,2,0,
Radha Yadav,T20,Nepal Women,2024-2024,1,,,,,,,,,,,,,
Radha Yadav,T20,NZ Women,2018-2020,5,4,2,23,14,11.5,19,121.05,0,0,0,0,1,
Radha Yadav,T20,PAK Women,2018-2024,5,1,0,3,3,3,4,75,0,0,0,0,0,
Radha Yadav,T20,SA Women,2018-2024,12,1,0,1,1,1,2,50,0,0,0,0,0,
Radha Yadav,T20,SL Women,2018-2024,11,3,1,2,1*,1,3,66.66,0,0,1,0,0,
Radha Yadav,T20,THA Women,2022-2022,1,,,,,,,,,,,,,
Radha Yadav,T20,UAE Women,2024-2024,1,,,,,,,,,,,,,
Radha Yadav,T20,WI Women,2019-2024,10,1,0,7,7,7,8,87.5,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Amanjot Kaur,T20,AUS Women,2024-2026,5,4,1,25,17*,8.33,23,108.69,0,0,0,3,0,
Amanjot Kaur,T20,BAN Women,2023-2023,4,2,0,16,14,8,22,72.72,0,0,0,2,0,
Amanjot Kaur,T20,ENG Women,2023-2025,5,5,4,85,63*,85,53,160.37,0,1,0,12,0,
Amanjot Kaur,T20,MAS Women,2023-2023,1,,,,,,,,,,,,,
Amanjot Kaur,T20,SA Women,2023-2023,1,1,1,41,41*,,30,136.66,0,0,0,7,0,
Amanjot Kaur,T20,SL Women,2023-2025,6,2,0,22,21,11,20,110,0,0,0,1,1,
Amanjot Kaur,T20,WI Women,2023-2023,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Saika Ishaque,T20,ENG Women,2023,3,1,0,8,8,8,9,88.88,0,0,0,1,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Saima Thakor,T20,WI Women,2024,3,1,0,6,6,6,4,150,0,0,0,1,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Shafali Verma,T20,AUS Women,2020-2026,23,23,1,493,64*,22.4,352,140.05,0,2,0,66,18,
Shafali Verma,T20,BAN Women,2020-2024,12,12,1,265,55,24.09,220,120.45,0,2,2,29,7,
Shafali Verma,T20,Barbados Women,2022-2022,1,1,0,43,43,43,26,165.38,0,0,0,7,1,
Shafali Verma,T20,ENG Women,2020-2025,18,18,0,382,75,21.22,307,124.42,0,2,3,61,4,
Shafali Verma,T20,IRE Women,2023-2023,1,1,0,24,24,24,29,82.75,0,0,0,3,0,
Shafali Verma,T20,MAS Women,2022-2023,2,2,0,113,67,56.5,78,144.87,0,1,0,5,8,
Shafali Verma,T20,Nepal Women,2024-2024,1,1,0,81,81,81,48,168.75,0,1,0,12,1,
Shafali Verma,T20,NZ Women,2020-2024,3,3,0,61,46,20.33,52,117.3,0,0,0,6,3,
Shafali Verma,T20,PAK Women,2022-2024,4,4,0,121,40,30.25,98,123.46,0,0,0,15,2,
Shafali Verma,T20,SA Women,2019-2024,10,9,1,239,60,29.87,179,133.51,0,1,1,29,10,
Shafali Verma,T20,SL Women,2020-2025,14,14,2,424,79*,35.33,305,139.01,0,3,0,59,7,
Shafali Verma,T20,THA Women,2022-2022,2,2,0,50,42,25,34,147.05,0,0,0,6,1,
Shafali Verma,T20,UAE Women,2024-2024,1,1,0,37,37,37,18,205.55,0,0,0,5,1,
Shafali Verma,T20,WI Women,2019-2023,6,6,1,186,73,37.2,122,152.45,0,2,1,21,8,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Richa Ghosh,T20,AUS Women,2020-2026,18,16,4,299,40*,24.91,232,128.87,0,0,0,30,14,
Richa Ghosh,T20,BAN Women,2020-2024,9,6,2,101,28*,25.25,80,126.25,0,0,0,11,3,
Richa Ghosh,T20,ENG Women,2021-2025,15,13,3,233,47*,23.3,171,136.25,0,0,0,29,5,
Richa Ghosh,T20,IRE Women,2023-2023,1,1,0,0,0,0,1,0,0,0,1,0,0,
Richa Ghosh,T20,MAS Women,2022-2023,2,2,2,54,33*,,26,207.69,0,0,0,8,2,
Richa Ghosh,T20,Nepal Women,2024-2024,1,1,1,6,6*,,3,200,0,0,0,1,0,
Richa Ghosh,T20,NZ Women,2022-2024,2,2,0,24,12,12,28,85.71,0,0,0,2,0,
Richa Ghosh,T20,PAK Women,2022-2024,4,3,1,57,31*,28.5,34,167.64,0,0,1,6,3,
Richa Ghosh,T20,SA Women,2021-2024,4,2,1,49,44*,49,35,140,0,0,0,8,0,
Richa Ghosh,T20,SL Women,2022-2025,11,8,3,111,40*,22.2,70,158.57,0,0,0,10,6,
Richa Ghosh,T20,THA Women,2022-2022,2,1,0,2,2,2,5,40,0,0,0,0,0,
Richa Ghosh,T20,UAE Women,2022-2024,2,2,1,64,64*,64,30,213.33,0,1,1,12,1,
Richa Ghosh,T20,WI Women,2023-2024,4,4,1,150,54,50,84,178.57,0,1,0,16,6,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Yastika Bhatia,T20,AUS Women,2021-2023,5,5,0,37,15,7.4,50,74,0,0,0,5,0,
Yastika Bhatia,T20,BAN Women,2023-2024,4,4,1,68,36,22.66,71,95.77,0,0,0,9,0,
Yastika Bhatia,T20,NZ Women,2022-2022,1,1,0,26,26,26,26,100,0,0,0,2,1,
Yastika Bhatia,T20,PAK Women,2022-2023,2,1,0,17,17,17,20,85,0,0,0,2,0,
Yastika Bhatia,T20,SA Women,2023-2023,3,1,0,35,35,35,34,102.94,0,0,0,3,1,
Yastika Bhatia,T20,SL Women,2022-2022,2,1,0,13,13,13,18,72.22,0,0,0,0,0,
Yastika Bhatia,T20,WI Women,2023-2023,2,1,0,18,18,18,23,78.26,0,0,0,3,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Pooja Vastrakar,T20,AUS Women,2018-2024,9,7,3,87,37*,21.75,68,127.94,0,0,0,6,3,
Pooja Vastrakar,T20,BAN Women,2018-2024,12,6,2,35,20,8.75,40,87.5,0,0,0,5,0,
Pooja Vastrakar,T20,Barbados Women,2022-2022,1,,,,,,,,,,,,,
Pooja Vastrakar,T20,ENG Women,2018-2023,10,7,4,63,22*,21,55,114.54,0,0,1,8,0,
Pooja Vastrakar,T20,IRE Women,2023-2023,1,1,1,2,2*,,1,200,0,0,0,0,0,
Pooja Vastrakar,T20,MAS Women,2018-2023,2,1,0,16,16,16,13,123.07,0,0,0,3,0,
Pooja Vastrakar,T20,NZ Women,2022-2024,2,2,0,18,10,9,16,112.5,0,0,0,2,0,
Pooja Vastrakar,T20,PAK Women,2022-2024,3,1,0,5,5,5,8,62.5,0,0,0,0,0,
Pooja Vastrakar,T20,SA Women,2018-2024,13,5,3,13,5*,6.5,16,81.25,0,0,0,1,0,
Pooja Vastrakar,T20,SL Women,2022-2024,7,5,1,35,14,8.75,30,116.66,0,0,0,4,0,
Pooja Vastrakar,T20,THA Women,2018-2022,3,3,3,35,17*,,27,129.62,0,0,0,3,1,
Pooja Vastrakar,T20,UAE Women,2022-2024,2,2,1,13,13,13,5,260,0,0,0,1,1,
Pooja Vastrakar,T20,WI Women,2019-2023,7,3,1,10,10,5,11,90.9,0,0,1,1,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Sneh Rana,T20,AUS Women,2016-2026,12,9,1,156,44,19.5,203,76.84,0,0,1,20,0,
Sneh Rana,T20,BAN Women,2022-2023,4,4,0,28,27,7,26,107.69,0,0,2,2,0,
Sneh Rana,T20,ENG Women,2021-2025,8,5,1,45,24,11.25,44,102.27,0,0,1,6,0,
Sneh Rana,T20,NZ Women,2015-2025,7,5,0,47,18,9.4,77,61.03,0,0,0,5,0,
Sneh Rana,T20,PAK Women,2022-2025,2,2,1,73,53*,73,81,90.12,0,1,0,6,0,
Sneh Rana,T20,SA Women,2022-2025,4,3,2,35,33,35,29,120.68,0,0,0,6,0,
Sneh Rana,T20,SL Women,2014-2025,7,2,1,38,28*,38,24,158.33,0,0,0,3,2,
Sneh Rana,T20,WI Women,2022-2022,1,1,1,2,2*,,2,100,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Rajeshwari Gayakwad,T20,AUS Women,2016-2022,13,5,5,5,2*,,13,38.46,0,0,0,0,0,
Rajeshwari Gayakwad,T20,BAN Women,2016-2023,5,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,ENG Women,2016-2023,4,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,IRE Women,2023-2023,1,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,MAS Women,2018-2023,3,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,NZ Women,2015-2022,5,1,1,5,5*,,2,250,0,0,0,1,0,
Rajeshwari Gayakwad,T20,PAK Women,2016-2023,3,1,0,1,1,1,5,20,0,0,0,0,0,
Rajeshwari Gayakwad,T20,SA Women,2018-2023,9,1,1,1,1*,,1,100,0,0,0,0,0,
Rajeshwari Gayakwad,T20,SL Women,2014-2023,8,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,THA Women,2022-2022,2,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,UAE Women,2022-2022,1,,,,,,,,,,,,,
Rajeshwari Gayakwad,T20,WI Women,2016-2023,4,1,1,0,0*,,0,,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Meghna Singh,T20,AUS Women,,4,2,0,1,1,0.5,2,50,0,0,1,0,0,
Meghna Singh,T20,Barbados Women,,1,,,,,,,,,,,,,
Meghna Singh,T20,ENG Women,,1,,,,,,,,,,,,,
Meghna Singh,T20,MAS Women,,1,,,,,,,,,,,,,
Meghna Singh,T20,PAK Women,,1,,,,,,,,,,,,,
Meghna Singh,T20,THA Women,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Kranti Gaud,T20,AUS Women,2025-2026,2,1,1,12,12*,,5,240,0,0,0,1,1,
Kranti Gaud,T20,ENG Women,2025-2026,1,,,,,,,,,,,,,
Kranti Gaud,T20,SL Women,2025-2026,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Renuka Singh,T20,AUS Women,2021-2026,18,5,3,5,2,2.5,8,62.5,0,0,0,0,0,
Renuka Singh,T20,BAN Women,2022-2024,5,,,,,,,,,,,,,
Renuka Singh,T20,Barbados Women,2022-2022,1,,,,,,,,,,,,,
Renuka Singh,T20,ENG Women,2022-2023,8,1,1,2,2*,,2,100,0,0,0,0,0,
Renuka Singh,T20,IRE Women,2023-2023,1,,,,,,,,,,,,,
Renuka Singh,T20,Nepal Women,2024-2024,1,,,,,,,,,,,,,
Renuka Singh,T20,NZ Women,2024-2024,1,1,0,0,0,0,1,0,0,0,1,0,0,
Renuka Singh,T20,PAK Women,2022-2024,5,1,1,2,2*,,2,100,0,0,0,0,0,
Renuka Singh,T20,SA Women,2023-2024,2,,,,,,,,,,,,,
Renuka Singh,T20,SL Women,2022-2025,9,,,,,,,,,,,,,
Renuka Singh,T20,THA Women,2022-2022,1,,,,,,,,,,,,,
Renuka Singh,T20,UAE Women,2022-2024,2,,,,,,,,,,,,,
Renuka Singh,T20,WI Women,2023-2024,5,1,1,4,4*,,2,200,0,0,0,1,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Sajeevan Sajana,T20,BAN Women,2024-2025,5,3,1,20,11,10,19,105.26,0,0,0,3,0,
Sajeevan Sajana,T20,Nepal Women,2024-2025,1,1,0,10,10,10,12,83.33,0,0,0,1,0,
Sajeevan Sajana,T20,PAK Women,2024-2025,1,1,1,4,4*,,1,400,0,0,0,1,0,
Sajeevan Sajana,T20,SA Women,2024-2025,3,,,,,,,,,,,,,
Sajeevan Sajana,T20,SL Women,2024-2025,1,,,,,,,,,,,,,
Sajeevan Sajana,T20,WI Women,2024-2025,3,3,2,7,4*,7,5,140,0,0,0,1,0,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Shreyanka Patil,T20,AUS Women,2024-2026,6,2,1,7,7*,7,8,87.5,0,0,1,1,0,
Shreyanka Patil,T20,BAN Women,2024-2024,3,1,1,1,1*,,1,100,0,0,0,0,0,
Shreyanka Patil,T20,ENG Women,2023-2023,3,1,0,4,4,4,6,66.66,0,0,0,0,0,
Shreyanka Patil,T20,NZ Women,2024-2024,1,1,0,7,7,7,13,53.84,0,0,0,1,0,
Shreyanka Patil,T20,PAK Women,2024-2024,2,,,,,,,,,,,,,
Shreyanka Patil,T20,SA Women,2024-2024,2,,,,,,,,,,,,,
Shreyanka Patil,T20,SL Women,2024-2024,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Meghna Singh,Test,AUS Women,,1,1,1,2,2*,,6,33.33,0,0,0,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Tejal Hasabnis,ODI,IRE Women,-,3,3,2,83,53*,83,73,113.69,0,1,0,11,0,
Tejal Hasabnis,ODI,NZ Women,-,3,3,1,57,42,28.5,105,54.28,0,0,0,5,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,T20,AUS Women,2016-2020,7,1,0,1,1,1,5,20,0,0,0,0,0,
Poonam Yadav,T20,BAN Women,2013-2020,9,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,ENG Women,2014-2021,10,2,1,1,1,1,4,25,0,0,0,0,0,
Poonam Yadav,T20,IRE Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,MAS Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,NZ Women,2015-2022,8,2,2,1,1*,-,1,100,0,0,0,0,0,
Poonam Yadav,T20,PAK Women,2014-2018,4,1,1,2,2*,-,2,100,0,0,0,0,0,
Poonam Yadav,T20,SA Women,2014-2021,11,2,0,3,3,1.5,6,50,0,0,1,0,0,
Poonam Yadav,T20,SL Women,2014-2020,12,2,1,5,4,5,4,125,0,0,0,0,0,
Poonam Yadav,T20,THA Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,WI Women,2014-2019,8,1,1,1,1*,-,1,100,0,0,0,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,ODI,AUS Women,2016-2021,8,4,2,15,7*,7.5,34,44.11,0,0,0,1,0,
Poonam Yadav,ODI,BAN Women,2013-2022,3,1,0,15,15,15,46,32.6,0,0,0,3,0,
Poonam Yadav,ODI,ENG Women,2017-2021,10,6,4,23,10,11.5,50,46,0,0,0,2,0,
Poonam Yadav,ODI,IRE Women,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,ODI,NZ Women,2015-2022,8,2,0,4,3,2,18,22.22,0,0,0,0,0,
Poonam Yadav,ODI,PAK Women,2017-2017,2,1,1,6,6*,-,4,150,0,0,0,0,0,
Poonam Yadav,ODI,SA Women,2014-2021,15,5,2,31,13*,10.33,73,42.46,0,0,1,3,0,
Poonam Yadav,ODI,SL Women,2014-2018,7,1,0,1,1,1,2,50,0,0,0,0,0,
Poonam Yadav,ODI,WI Women,2017-2019,4,1,0,0,0,0,1,0,0,0,1,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,Test,SA Women,-,1,-,-,-,-,-,-,-,-,-,-,-,-,
